"CHPH-00787" "CHPH-00788" "CHPH-00794" "CHPH-00801" "CHPH-00805" "CHPH-00808" "CHPH-00816" "CHPH-00830" "CHPH-00856" "CHPH-00860" "CHPH-00862" "CHPH-00863" "CHPH-00881" "CHPH-00888" "CHPH-00892" "CHPH-00912" "CHPH-00917" "CHPH-00940" "CHPH-00956" "CHPH-00959" "CHPH-00963" "CHPH-00965" "CHPH-00989" "CHPH-01007" "CHPH-01015" "CHPH-01016" "CHPH-01018" "CHPH-01100" "CHPH-01111" "CHPH-01171" "CHPH-01176" "CHPH-01188" "CHPH-01189" "CHPH-01198" "CHPH-01206" "CHPH-01225" "CHPH-01275" "CHPH-01281" "CHPH-01283" "CHPH-01287" "CHPH-01298"
"(N(1) + N(8))-acetylspermidine" 0.771513989979666 -1.21041928783557 -1.29929628285498 0.120080134129453 -0.637517525248826 0.213783299335304 -0.740406121114051 0.262972878805368 -0.304868702295974 0.225309281725863 -0.615288257061718 0.536621562182411 -0.808269606637144 0.771381675009799 0.296884475538547 0.767786434258239 0.0689646659444469 0.985004100390341 0.557314674148142 0.199947057925219 0.137227476442907 0.55439223549705 0.711444462763859 0.359854446750358 -0.0393865423520912 0.49391789471334 -0.274496731140684 -1.05601112492623 0.0326187608507199 0.462966700909762 1.02657003296056 -0.283412422324308 0.713347714848314 -0.288024145648244 0.604377273588563 0.11806622171401 0.651588113605681 0.630824356397011 0.489916312865075 0.750346372018922 -0.775985188627136
"3-methyl-2-oxobutyrate" 0.434425179874952 -0.504178246614094 0.342679233587477 0.00199317382353048 0.312240845144212 0.286838050059013 0.193347256386462 0.23072984457768 0.262925469331832 -0.428990327690695 -0.150457747994983 -0.0902835467656554 0.603739630242614 1.28091056506009 0.689921235345229 -0.481354475669688 -0.0723217358620085 0.00216606175650763 0.0213547130814229 0.424015449821989 0.682542170396005 -0.130768280269024 1.6022694878785 -0.0430635861558038 -0.00117418095971397 0.794250967315667 -0.884056823060945 -0.884056823060945 0.432343841280726 0.706034660714351 0.375535592509499 0.556326627568321 0.746595281917802 -0.00200236359199569 0.30783820415656 -0.356547323513813 0.489128451332258 0.924806323724617 0.831633054463935 0.643995205578482 -0.361910278015494
"trimethylamine N-oxide" 1.11810262097573 -0.203911571319331 -0.700492701299512 -0.0640898635694926 -0.440213031799443 0.202924027637802 -0.265040238727555 0.876240940747596 0.97208244155859 0.214393431255206 -0.6345120151091 0.373243118267363 -0.472885888360195 0.60981843458286 0.410135859419269 0.661045606476663 0.295171106790104 -0.222283261390374 0.988853143005509 0.577388384077265 0.64353163194171 1.00680820849258 1.25922344787836 -0.168898435498641 0.229067202070864 0.485764002284948 -0.259321574772545 -0.864231485432178 0.0754009555138978 1.01259260164998 0.905185821326122 -0.194771085796574 0.965892822422337 0.292898175018025 1.17572050288598 0.39418892324117 1.22866978410034 0.409950021620509 1.03528962058956 0.745160704653903 -0.429223631205252
"branched chain 14:0 dicarboxylic acid**" -1.53760200210104 -1.53760200210104 -0.616184634019569 -1.53760200210104 -0.586700235918748 0.602797665101996 -0.659357622439295 -1.53760200210104 -1.53760200210104 -1.53760200210104 -0.0363065947619812 1.35521007188051 -0.520568662802264 -1.53760200210104 -1.53760200210104 0.061829307294699 0.389307871659916 -1.53760200210104 -0.126388803003533 -1.53760200210104 -1.53760200210104 0.184094930895841 -1.53760200210104 -0.551757587365561 -1.53760200210104 -1.53760200210104 -1.53760200210104 -0.817870785947002 -0.103418672494267 -1.53760200210104 -0.239728339457937 0.225490200071284 -1.53760200210104 -1.53760200210104 -1.53760200210104 -1.53760200210104 -1.53760200210104 -1.53760200210104 -1.53760200210104 -1.53760200210104 -0.791558643561433
"hypotaurine" 1.19074338226603 -0.603626272463494 -0.999565922520681 -1.54821356447571 -1.54821356447571 -0.605023280445436 -1.54821356447571 0.824626904195565 0.448474428212161 -1.54821356447571 -1.54821356447571 -1.24565166428898 -1.54821356447571 0.483858200805914 -1.54821356447571 -0.55129368009492 -0.360812440064246 0.0720659914147458 -1.54821356447571 0.0690017170456 -0.336016545391733 0.587149498254344 -0.373454340972871 -1.54821356447571 0.839892660337366 0.405773101373357 1.12929665838866 -1.54821356447571 -0.33658178774732 -1.54821356447571 -1.54821356447571 -0.824778199656948 1.08260946337741 -0.0806603632125867 -0.22242819530859 -0.580209413893637 0.74238730260704 0.341513659870251 0.933467040547744 0.846225740291292 -1.54821356447571
"3-methylglutaconate" -0.102647865655687 -0.0679830935657987 0.198106998873402 -0.0628834892329461 0.08639542712425 0.106598813212537 0.00246845012833252 -0.131296797721463 -0.412850501745656 -0.0320777932694826 0.178574103379925 0.086964573877051 -0.122168108507106 -0.663140179083191 -0.389659288547843 0.221674997070769 -0.0236041633881202 -0.674279141980588 -0.0109508435617797 -0.303119628317238 -0.311046537362582 0.24659704910637 -0.746661994673894 0.0651687517057452 -0.50779854860746 -0.12714475529519 -0.654626269440912 -0.154343940016456 -0.200659450546418 -0.153353671422882 -0.290136682559601 -0.21745571598999 -0.245345930744568 -0.0296531237699066 -0.273272790973428 -0.0624821079826534 -0.320208829019646 -0.138405855356135 -0.655018586072742 -0.412513534589036 -0.345823458122039
"N-oleoyltaurine" 0.561566450067123 0.119717659105495 -1.19928292171761 -1.19928292171761 -1.19928292171761 -1.19928292171761 -1.19928292171761 0.0197392326747053 -1.19928292171761 -1.19928292171761 0.0291807889075468 -1.19928292171761 -1.19928292171761 0.900711150255341 -0.0194966818066049 -1.19928292171761 -0.0261335501646217 -0.422278475490979 -1.19928292171761 -0.0577438495805351 1.1816778386883 -0.600326278518962 0.809728013215906 -0.788612447063141 -0.201832940284061 -1.19928292171761 -0.170503250279818 -1.19928292171761 -1.19928292171761 0.969168872067188 -1.19928292171761 -1.19928292171761 0.0734983987172615 -0.278024598414047 -1.19928292171761 -1.19928292171761 0.11806622171401 -1.19928292171761 0.458290274391728 0.870678910382956 -1.19928292171761
"dimethylmalonic acid" -0.191721490417232 -0.078209514341813 0.039731296098691 -0.136379779729684 0.0261654088392523 -0.379551615288291 0.247138226100887 -0.144905048841378 -0.640733835393252 -0.106626669753975 0.234643807761769 -0.154034238454516 -0.102098125731772 -0.632271453913024 -0.513569521145566 0.227295250391711 -0.0507075985879743 -0.871923987331285 -0.334325219006107 -0.871923987331285 -0.409827168403686 0.077985291029502 -0.871923987331285 -0.0618306536096797 -0.871923987331285 -0.871923987331285 -0.871923987331285 0.077149794716969 0.110589710299249 -0.203217588298692 -0.168386144690901 -0.1919917000896 -0.309892560543669 -0.0626827522375058 -0.506681391767899 -0.119701008574247 -0.44502654166676 -0.44057220024051 -0.871923987331285 -0.423658649794207 -0.518987579043427
"N6,N6-dimethyllysine" 0.737319889843621 -0.613322716039162 0.349840676285945 0.120014252078067 0.284250210312084 -0.531504975492931 -0.321937095025655 0.516575033681399 0.644054349590816 -0.0209526730520353 -0.355069292086413 -0.0608303203748226 0.361822237600815 0.891247459548696 0.445713152379956 0.910805767658639 0.301789346768719 0.668944734457734 0.385355990680808 0.53764282386375 0.505462015353893 0.667499648710858 0.810380394961764 0.276415844653449 0.626134978635389 0.422573426295597 0.840444862613863 -0.254222782110241 0.855385878893443 0.593596166627994 0.422212171034224 0.415757710035791 1.06959410517755 0.0240749873074262 0.138018339614263 -0.286845598162702 0.527913324054898 1.0267048239375 0.9073844852845 1.15274991920025 0.431990625786141
"N-acetyltaurine" 0.472566312473966 0.0463780880482726 -2.14266750356873 -2.14266750356873 -2.14266750356873 -0.00846382469996856 -2.14266750356873 0.796817081759355 -0.33338843158097 -2.14266750356873 0.807480907004305 -2.14266750356873 -2.14266750356873 1.12643014587032 0.202352067809751 -0.289713352297109 0.173594138754633 -0.039006291057664 0.117370741020906 0.00987563371216012 0.487322239751821 -2.14266750356873 0.128948252409331 -0.0258108088818328 -0.304255724802677 -0.262966468666122 -0.185885643870875 -2.14266750356873 -0.491335636947057 0.518026730456979 -0.028399479769941 -0.201625623318439 0.016866270828975 0.0566380973796525 -0.922632094715844 -0.278766629982723 -0.0379623134349874 0.000694315866354481 0.410422906967378 0.646256649013817 -2.14266750356873
